"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"SN2019cwt","20:00:40.190,20:00:40.177,20:00:40.08","-34:47:42.97,-34:47:42.59,-34:47:43.08,-34:47:42.72","0.018086,0.018086","Ic Pec","13","1"
"SN1991N","10:38:46.38,10:38:46.37,10:38:46.370","+53:30:05.0,+53:30:04.74,+53:30:04.72,+53:30:04.7","0.0033","Ic","12","9"
"SN2006ab","02:48:53.92,02:48:53.921","+53:02:20.8,+53:02:20.80","0.017","Ic","12","1"
"SN2013bk","09:40:47.55,09:40:47.6,09:40:47.549,09:40:47.52","-05:26:11.9,-05:26:12,-05:26:11.90,-05:26:10.068,-05:26:11.868","0.02","Ic","12","1"
"PS15bap","18:31:27.64","+48:28:24.8","0.05","Ic","12",""
"SN2016gcm","21:04:55.177,21:04:55.220,21:04:55.18,21:04:55.22","+65:42:28.88,+65:42:29.30,+65:42:28.9","0.0224227","Ic?","12","1"
"SN2016iae","04:12:05.530,04:12:05.52","-32:51:44.75,-32:51:44.53,-32:51:44.64","0.003468","Ic","12","2"
"SN1997ei","11:54:59.98,11:55:00,11:54:59.981","+58:29:26.4,+58:29:26.52,+58:29:26.41,+58:29:26.42","0.01063,0.011","Ic","11","4"
"SN2017iuk","11:09:39.510,11:09:39.520,11:09:39.120,11:09:39.6,11:09:39.52","-12:35:18.49,-12:35:18.34,-12:35:06.90,-12:35:18.6,-12:35:18.4","0.037022","Ic BL","11",""
"SN2019aje","12:53:45.041,12:53:45.056","+46:38:51.60,+46:38:52.96","0.127","SLSN-II","11","1"
"SN2000ew","11:40:58.52,11:40:58.60,11:40:58.519","+11:27:55.9,+11:27:55.8,+11:27:55.91","0.0033,0.0035","Ib","10","2"
"SN2004C","11:27:29.72,11:27:29.76,11:27:29.719","+56:52:48.2,+56:52:48.36,+56:52:48.22","0.0057,0.0057","IIb","10","9"
"SN2016glo","02:39:43.345,02:39:43.350,02:39:43.34","-16:00:08.26,-16:00:08.2","0.0482","Ib/c","10","1"
"SN2016gqv","04:02:48.534,04:02:48.530,04:02:48.53","+01:58:15.57,+01:58:15.60,+01:58:15.5","0.012,0.012","Ic Pec","10","1"
"SN2017hje","03:33:43.542,03:33:43.560,03:33:43.54","-26:10:38.01,-26:10:37.58,-26:10:37.9","0.042496","Ic","10","1"
"SN2019gwc","16:03:26.890,16:03:26.876,16:03:26.88","+38:11:02.62,+38:11:02.69,+38:11:02.76,+38:11:02.6","0.038003,0.038003","Ic BL","10",""
"SN2001ch","21:25:59.19,21:25:59.189","-03:48:46.8,-03:48:46.80","0.0098,0.0098","Ic","9","1"
"SN2012fh","10:43:34.05,10:43:34.049","+24:53:29.0,+24:53:29.00","0.001935","IIb/Ib/Ic","9","3"
"SN2018aks","10:29:51.620,10:29:51.628,10:29:51.6,10:29:51.70","+09:00:46.58,+09:00:46.830,+09:00:46.584,+09:00:46.836,+09:00:46.30","0.04797,0.04797","Ic","9","1"
"SN2018gle","04:25:03.010,04:25:03.012,04:25:03.024,04:25:03.01","-14:36:47.92,-14:36:47.88,-14:36:47.7","0.0175","Ic","9","1"
"SN2018hdp","02:13:45.074,02:13:45.048","+04:06:08.12,+04:06:08.18,+04:06:08.172","0.011461,0.011461","Ic","9","1"
"SN2018hpq","18:28:41.260,18:28:41.255,18:28:41.28","+75:48:47.41,+75:48:47.42,+75:48:47.52","0.124,0.124","Ic","9",""
"SN2019dps","20:58:41.570,20:58:41.566,20:58:41.52","-54:11:06.65,-54:11:06.92,-54:11:06.72,-54:11:07.08","0.044107,0.044107,0.044107","Ic","9","1"
"SN2002bl","10:12:17.28,10:12:17.280","+27:51:52.4,+27:51:52.42","0.016,0.016","Ic BL","8","4"
"SN2002jz","04:13:12.52,04:13:12.521","+13:25:07.3,+13:25:07.28","0.00516","Ib","8","3"
"SN2003L","11:03:12.33,11:03:12.24,11:03:12.331,11:03:12.328","+11:04:38.3,+11:04:37.92,+11:04:38.32,+11:04:38.09","0.02119,0.02119","Ib","8","5"
"SN2017dcc","12:49:04.880,12:49:04.890,12:49:04.9104,12:49:04.8","-12:12:22.57,-12:12:22.42,-12:12:22.5684,-12:12:22.68","0.0245","Ic BL","8","1"
"SN2017hbx","17:49:12.640,17:49:12.644,17:49:12.72","+25:22:20.93,+25:22:21","0.1652,0.1652","Ic","8","1"
"SN2017hfw","00:30:29.400,0:30:29.4105,00:30:29.405","-08:46:48.97,-08:46:49.24,-08:46:49.2215,-08:46:48.972","0.018,0.018","Ic","8","1"
"SN2018cbz","13:41:18.600,13:41:18.610,13:41:18.72","-04:20:46.72,-04:20:46.54,-04:20:46.716","0.0223,0.0223","Ic","8","1"
"SN2018eaw","17:44:13.250,17:44:13.25","+66:42:46.49,+66:42:46.68,+66:42:46.4","0.0472,0.0472","Ic","8",""
"SN2001ai","13:41:39.35,13:41:39.36,13:41:39.37,13:41:39.350","+55:40:05.1,+55:40:05.16,+55:40:05.8,+55:40:05.09","0.02597,0.025","Ib","7","2"
"SN2010S","01:39:04.48,01:39:04.481","-00:37:12.2,-00:37:12.22","","Ic","7",""
"SN2013ek","20:57:53.90,20:57:53.899","-51:52:24.5,-51:52:24.49","0.016","Ib","7","22"
"SN2016emb","20:23:37.200,20:23:37.2","+82:49:15.10,+82:49:14.88","0.059","Ic","7",""
"SN2018etk","15:17:02.530,15:17:02.540,15:17:02.64","+03:56:38.80,+03:56:38.69,+03:56:38.796","0.04415,0.04415","Ic","7",""
"SN2018oz","03:34:19.760,03:34:19.759,03:34:19.752","+39:35:34.55,+39:35:34.44","0.018109","Ic","7","1"
"SN1995F","09:04:57.40,09:04:57.401","+59:55:58.7,+59:55:58.69","0.0051","Ib","6","13"
"SN2002cj","15:21:20.71,15:21:20.710","-19:51:27.3,-19:51:27.29","0.023,0.023","Ic","6","2"
"SN2007qx","00:27:41.78,00:27:41.7816,00:27:41.7552,00:27:41.779","+01:13:59.7,+01:13:59.628,+01:13:59.232,+01:13:59.70","0.080778","Ic","6","1"
"SN2010ay","12:35:27.19,12:35:27.190","+27:04:02.8,+27:04:02.78","0.0671","Ic BL","6","3"
"SN2016eld","17:21:12.200,17:21:12.237,17:21:12.24","+01:59:23.20,+01:59:23.17,+01:59:23.172","0.039","Ic","6",""
"SN2016flq","00:28:36.514,00:28:36.510,00:28:36.51","-01:33:03.12,-01:33:03.10,-01:33:03.1","0.06,0.06","Ic","6","1"
"SN2018ffz","06:36:01.440,06:36:01.090,06:36:01.44,06:36:01.08","+83:47:33.65,+83:47:33.76,+83:47:33.72","0.01,0.01","Ic","6","1"
"SN2019dwy","11:14:10.880,11:14:10.822,11:14:10.8,11:14:10.584","+70:46:04.15,+70:46:04.55,+70:46:04.08,+70:46:04.44,+70:46:04.94","0.045,0.045","Ic","6","1"
"SN2001dq","16:35:10.95,16:35:10.951","+46:12:50.5,+46:12:50.51","0.031","Ic","5","1"
"SN2001em","21:42:23.6093,21:42:23.76,21:42:23.66,21:42:23.659","+12:29:50.300,+12:29:51,+12:29:50.9,+12:29:50.89","0.01951,0.02","Ib","5","3"
"SN2001eq","23:04:56.78,23:04:56.779","+19:33:04.8,+19:33:04.79","0.025","Ib","5","1"
"SN2002ho","12:15:17.97,12:15:17.971,12:15:18.01","+65:58:55.1,+65:58:55.09,+65:58:54.8","0.0091","Ic","5","1"
"SN2005ks","21:37:56.56,21:37:56.64,21:37:56.561","-00:01:56.9,-00:01:57,-00:01:56.82,-00:01:56.8704,-00:01:57.162,-00:01:56.89","0.098826","Ic","5",""
"SN2005lr","07:11:39.03,07:11:39.031","-26:42:20.2,-26:42:20.20","0.008572","Ic","5","2"
"SN2009mi","05:52:38.23,05:52:38.230","-17:47:02.5,-17:47:02.51","0.0104","Ic","5","3"
"SN2016fhn","01:34:40.152,01:34:40.150,01:34:40.14,01:34:40.15","+55:25:08.33,+55:25:08.3","0.025,0.025","Ic","5","1"
"SN2016fxu","01:53:58.970,01:53:58.96","-00:45:01.98,-00:45:01.9","0.016,0.016","Ic","5","1"
"SN2016ino","17:22:44.400,17:22:44.460,17:22:44.4","+62:09:44.17,+62:09:44.40,+62:09:44.28","0.031,0.031","Ic BL","5","1"
"SN2019dwa","15:38:57.480,15:38:57.483,15:38:57.36","+56:36:18.18,+56:36:18.15,+56:36:18","0.09,0.09","Ic","5","1"
"SN2001ef","04:44:28.56,04:44:28.560","+75:38:30.3,+75:38:30.30","0.0083,0.0083","Ic","4","4"
"SN2001M","10:24:31.48,10:24:31.481","-21:47:40.6,-21:47:40.60","0.012,0.012","Ic","4","5"
"SN2002ex","22:09:00.79,22:09:00.790","-10:36:25.8,-10:36:25.81","0.038,0.038","Ic","4","1"
"SN2002hf","00:57:47.74,00:57:47.741","-27:30:21.5,-27:30:21.49","0.019,0.019","Ic","4","5"
"SN2002jj","03:39:29.55,03:39:29.549","-13:06:55.8,-13:06:55.80","0.014,0.014","Ic/Ic-BL","4","3"
"SN2004bm","10:52:35.33,10:52:35.330","+22:56:05.5,+22:56:05.50","0.00419","Ic","4","1"
"SN2017dch","19:55:35.700,19:55:35.696,19:55:35.76","-11:38:22.70,-11:38:22.56","0.048,0.048","Ic","4","1"
"SN2019ahg","13:31:48.010,13:31:48.005,13:31:48","-02:36:30.92,-02:36:31.00,-02:36:30.924","0.020257","Ic","4","1"
"SN2019cad","09:08:42.971,09:08:42.955","+44:48:46.04,+44:48:46.02","0.026762","Ic","4","1"
"SN2019cri","13:54:02.720,13:54:02.64","+14:43:46.96,+14:43:46.95,+14:43:46.92","0.05,0.05","Ic","4","1"
"SN2002cp","09:59:35.95,09:59:35.950","+35:23:57.4,+35:23:57.41","0.017,0.017","Ic","3","7"
"SN2002hn","08:10:14.95,08:10:14.88,08:10:14.950","+33:57:19.4,+33:57:19.44,+33:57:19.40","0.01751,0.018","Ic","3","3"
"SN2003bm","08:07:22.87,08:07:22.870,08:07:22.878","+40:23:44.3,+40:23:44.30,+40:23:44.39","0.026,0.026","Ic","3","2"
"SN2009em","00:34:44.53,00:34:44.530","-08:23:57.6,-08:23:57.59","0.0056,0.0055","Ic","3",""
"LSQ14gs","12:27:41.38,12:27:41.39","-22:57:18.6,-22:57:18.7","0.04","Ic","3","1"
"SN2013ff","09:13:38.88,09:13:38.880,09:13:38.8","+76:28:10.8,+76:28:10.81","0.004923","Ic","3","1"
"PS18kz","13:25:31.235,13:25:31.230","-14:21:05.21","0.022389","Ic","3",""
"SN2016dst","04:55:54.700,04:55:54.70,04:55:54.68,04:55:54.672","-29:34:13.70,-29:34:13.6,-29:34:13.7,-29:34:13.8","0.074","Ic BL","3","1"
"SN2017ddc","11:55:41.643,11:55:41.640,11:55:41.64","+24:55:07.50,+24:55:07.5","0.034,0.034","Ic","3","1"
"SN2017ful","01:35:12.390,01:35:12.391,01:35:12.384","-26:04:58.84,-26:04:58.83,-26:04:58.8","0.081","Ic","3",""
"SN2017gip","23:05:00.610,23:05:00.6144","+28:45:42.73,+28:45:42.732","0.0298","II","3","1"
"SN2017hia","01:56:09.340,1:56:09.3425","+17:38:29.17,+17:38:29.1732","0.037829","Ic","3","1"
"SN2018cve","12:25:23.464,12:25:23.460","+31:49:26.33","0.039,0.039","Ic","3",""
"SN2018ddu","16:35:46.562,16:35:46.560","+71:41:15.24","0.029651","Ic","3",""
"SN2018dgx","17:48:05.330,17:48:05.320","+52:13:25.44,+52:13:25.34","0.025318,0.025318","Ic","3","1"
"SN2018dxt","16:58:53.617,16:58:53.610","+45:17:19.92,+45:17:20.12","0.04,0.04","Ic","3",""
"SN2018fob","15:13:07.231,15:13:07.230","+41:16:11.07","0.029,0.029","Ic","3",""
"SN2018hsf","02:40:12.772,02:40:12.770","-19:58:44.94","0.119,0.119","Ic BL","3",""
"SN2018keq","23:22:41.965","+21:00:43.26","0.04,0.04","Ic BL","3",""
"SN2018kva","08:35:16.206","+48:19:03.36","0.0429,0.0429","Ic","3","1"
"SN2018kzr","08:28:53.460","+01:06:38.71","0.056,0.056","Ic","3","1"
"SN2018yg","12:25:58.523,12:25:58.541,12:25:58.56","+04:28:26.85,+04:28:26.30,+04:28:26.292","0.018469,0.018469,0.018469","Ic BL","3","1"
"SN2018yn","11:46:12.990,11:46:13.030,11:46:12.96","+20:23:18.60,+20:23:18.6","0.02329","Ic","3","1"
"SN2019bml","16:11:32.961,16:11:32.930","+29:22:23.84,+29:22:24.20","0.0305,0.0305","Ic","3",""
"SN2019cqr","16:54:10.474,16:54:10.545","+61:11:42.42,+61:11:41.30","0.1,0.1","Ic BL","3","1"
"SN2019dld","06:46:39.433","+45:38:51.92","0.018,0.018","Ic","3","1"
"SN2019fyy","10:54:58.195,10:54:58.213","-01:53:55.89,-01:53:55.69","0.0362,0.0362","Ic","3",""
"SN2019icf","17:37:36.319","+43:31:03.43","0.034,0.034","Ic","3","1"
"SN2019lci","16:31:01.622","+08:28:23.91","0.0292,0.0292","Ic BL","3","1"
"SN2019qg","13:41:01.790","+38:59:09.74","0.08,0.08","Ic BL","3","1"
"SN2019uq","12:18:49.752,12:18:49.831","-11:33:04.01,-11:33:03.91","0.1,0.1","Ic","3","1"
"SN1999bz","14:01:46.75,14:01:46.750","+68:52:46.5,+68:52:46.49","0.0845","Ic","2","3"
"SN2001ii","00:42:05.44,00:42:05.441","+36:48:05.4,+36:48:05.40","0.036","Ic","2","1"
"SN2002cg","16:29:00.48,16:29:00.480","+41:17:00.4,+41:17:00.24,+41:17:00.38","0.03189,0.03189","Ic","2","2"
"SN2002dn","21:54:22.47,21:54:22.469","+15:09:42.2,+15:09:42.19","0.025","Ic","2",""
"SN2002gz","02:34:10.36,02:34:10.361","-00:53:18.2,-00:53:18.20","0.085,0.085","Ic","2","1"
"SN2003bu","14:00:31.45,14:00:31.450,14:00:31.458","-28:52:32.7,-28:52:32.70,-28:52:32.79","0.02","Ic","2",""
"SN2003cr","14:58:35.53,14:58:35.530,14:58:35.538","+44:53:06.4,+44:53:06.40,+44:53:06.49","0.036,0.036","Ic","2","3"
"SN2011it","22:02:44.43,22:02:44.450,22:02:44.45","+31:41:48.5,+31:41:49.09,+31:41:49.0","0.015894","Ic","2","1"
"SN2012cw","10:13:47.95,10:13:47.950","+03:26:02.6,+03:26:02.62","0.004486","Ic","2",""
"SN2017cjd","11:50:30.174,11:50:30.170","-18:35:44.96","0.023,0.023","Ic","2","1"
"SN2017dgk","09:54:41.720","-26:35:01.60","0.058,0.058,0.065","Ic","2","1"
"SN2017ens","12:04:09.367,12:04:09.370","-01:55:52.25","0.1086","Ic BL","2",""
"SN2017hnv","23:03:21.233,23:03:21.230,23:03:21.23","+25:40:37.52,+25:40:37.46","0.03,0.03","Ic","2","1"
"SN2017ifh","06:35:03.541,06:35:03.560","+50:26:27.65,+50:26:27.90","0.039,0.039","Ic BL","2","1"
"SN2018aii","12:22:10.413,12:22:10.410","+26:59:40.44","0.079164","Ic","2","1"
"SN2018ajg","13:19:59.394,13:19:59.390","-10:28:49.12","0.056,0.056","Ic","2","1"
"SN2018bfu","13:15:28.989,13:15:28.990","-13:19:32.36","0.045331,0.045331","Ic","2","1"
"SN2018bvw","11:52:43.621,11:52:43.620","+25:40:30.12","0.054,0.054","Ic BL","2",""
"SN2018dys","12:55:10.160,12:55:10.144,12:55:10.08","-05:34:07.68,-05:34:07.80,-05:34:07.788","0.055,0.055","Ic","2","1"
"SN2018erw","15:35:48.140","+21:44:19.81","0.023522","Ic","2",""
"SN2018ie","10:54:00.96,10:54:01.040,10:54:01.060","-16:01:21.72,-16:01:21.58,-16:01:21.40","0.014233","Ic BL","2","1"
"SN2018if","09:14:23.840","+49:35:32.90","0.031,0.031","Ic BL","2","1"
"SN2018kq","09:24:57.173,09:24:57.269,09:24:57.36","+40:23:55.14,+40:23:56.14,+40:23:56.04","0.027804,0.027804","Ic BL","2","1"
"SN2019abb","07:54:17.265","+14:16:22.63","0.015317","Ic","2","1"
"SN2019but","13:24:07.052,13:24:07.061","+08:55:35.88,+08:55:35.66","0.15,0.15","Ic BL","2","1"
"SN2019fie","09:04:50.224","+00:56:40.50","0.076,0.076","Ic BL","2","1"
"SN2019gcl","11:56:55.020","+22:08:31.51","0.0225","Ic BL","2","1"
"SN2019hsx","18:12:56.219","+68:21:45.21","0.020652,0.020652","Ic BL","2","1"
"SN1990aa","00:52:54,00:00:00.000,00:52:54.9,00:52:59.22","+29:01.1,+29:01:09.0,+29:01:48.3","0.017","Ic","1","7"
"SN1990U","23:04:54.96,23:04:54.92,23:04:54.919","+12:18:20.1,+12:18:20.09","0.007935","Ib","1","20"
"SN1990W","16:52:47.17,16:52:47.18,16:52:47.249,16:52:47.25","-59:12:55.0,-59:12:55.02,-59:12:55.12,-59:12:55.1","0.0049","Ib/c","1","2"
"SN1991A","11:53:52,00:00:00.000,11:53:53.0,11:53:53.21","+33:21.7,+33:21:44.0,+33:21:45.2","0.011","Ic","1","12"
"SN1991L","16:41:14.99,16:41:15.12,16:41:14.96,16:41:15.029,16:41:15.03","+39:17:32.0,+39:17:32.64,+39:17:32.44,+39:17:32.60,+39:17:32.6,+39:17:32.4","0.03054,0.031","Ib/c","1","2"
"SN1993P","13:29:25.86,13:29:25.8,13:29:25.800,13:29:25.80","-30:24:47.6,-30:24:47,-30:24:47.02,-30:24:47.0","0.048","Ic","1",""
"SN1994ai","02:23:06.17,02:23:06.170","-21:14:09.3,-21:13:58.3,-21:13:58.30","0.0057","Ic","1","1"
"SN1996aq","14:22:22.72,14:22:22.8,14:22:22.730,14:22:22.73","-00:23:23.8,-00:23:24,-00:23:24.29,-00:23:24.3","0.00553,0.0055,0.0056","Ic","1","3"
"SN1996at","01:08:17.63,01:08:17.630","-00:58:25.5,-00:58:25.50","0.09","Ic","1",""
"SN1996D","04:34:00.30,00:00:00.000","-08:34:44.0,-08:34:43.98","0.0151","Ic","1","1"
"SN1997B","05:53:01.99,05:53:02.97,05:53:02.969,05:53:01.95","-17:51:55.4,-17:52:23.5,-17:52:23.48,-17:51:55.7","0.0097","Ic","1","4"
"SN1997C","10:13:56.18,10:13:56.179","+38:49:00.5,+38:49:00.52","0.023","Ia","1","2"
"SN1997dh","23:45:17.17,23:45:17.170","-44:56:45.1,-44:56:45.10","0.05","Ic","1",""
"SN1997dq","11:40:55.90,11:40:55.901","+11:28:45.7,+11:28:45.70","0.003196","Ic","1","17"
"SN1998bo","19:57:22.55,19:57:22.550","-55:08:18.4,-55:08:18.38","0.016,0.016","Ic","1",""
"SN1998cv","22:09:46.29,22:09:46.289","-49:47:43.0,-49:47:43.01","0.027,0.027","Ic","1",""
"SN1998ey","21:30:00.67,21:30:00.559","+26:43:21.4,+26:43:24.20","0.016,0.016","Ic","1","6"
"SN1999ah","12:09:37.20,12:09:37.200","-06:18:34.3,-06:18:34.31","0.08,0.08","Ic","1",""
"SN1999al","11:10:25.68,11:10:25.680","-07:26:37.0,-07:26:37.00","0.065,0.065","Ic","1",""
"SN1999as","09:16:30.86,09:16:30.859","+13:39:02.2,+13:39:02.20","0.127,0.13","Ic","1",""
"SN1999bc","08:28:31.08,08:28:31.080","+17:28:15.4,+17:28:15.38","0.021,0.022","Ic","1",""
"SN1999bu","11:39:42.50,11:39:42.499","+31:54:29.1,+31:54:29.09","0.008933","Ic","1","1"
"SN1999cn","15:06:45.4,15:06:46.26,15:06:46.699,15:06:46.6,15:06:46.27","+12:51:37,+12:51:09.5,+12:51:37.01,+12:51:29.0","0.0217","Ic","1","1"
"SN1999cz","13:19:48.53,13:19:48.530","-27:24:04.5,-27:24:04.50","0.0072","Ic","1",""
"SN2000C","07:36:57.09,07:36:57.11,07:36:57.089,07:36:56.99","+35:14:38.8,+35:14:39.0,+35:14:38.80,+35:14:37.2","0.013,0.012,0.013","Ic","1","3"
"SN2000cr","13:58:38.37,13:58:38.369","+37:26:12.4,+37:26:12.9,+37:26:12.41","0.012,0.011,0.012","Ic","1","7"
"SN2000S","10:34:55.89,10:34:55.891","-06:28:26.0,-06:28:26.00","0.029","Ic","1",""
"SN2001bb","13:43:25.31,13:43:25.310","-29:48:13.1,-29:48:13.10","0.015521","Ic","1","2"
"SN2001fw","02:38:10.45,02:38:10.450","+30:50:54.6,+30:50:54.60","0.03,0.03","Ic","1","3"
"SN2002ao","14:29:35.74,14:29:35.76,14:29:35.741","-00:00:55.8,-00:00:55.80","0.005134","Ic","1","9"
"SN2002bm","12:30:16.90,12:30:16.901","-08:23:34.8,-08:23:34.80","0.018,0.018","Ic","1","2"
"SN2002cl","13:44:09.94,13:44:09.941","-00:12:57.8,-00:12:57.82","0.072,0.072","Ic","1",""
"SN2002fh","13:25:46.62,13:25:46.620","+27:34:21.1,+27:34:21.11","0.33,0.33","Ic","1",""
"SN2002gy","03:22:36.45,03:22:36.449","+09:28:22.0,+09:28:22.01","0.024","Ic BL","1","1"
"SN2002if","01:50:04.51,01:50:04.510","+00:00:26.4,+00:00:26.39","0.321,0.32,0.321","Ic","1",""
"SN2002J","10:54:38.36,10:54:38.359","-21:03:53.6,-21:03:53.60","0.01249","Ic","1","2"
"SN2002ji","11:22:53.15,11:22:53.150","+16:35:10.0,+16:35:10.00","0.0048","Ib","1","14"
"SN2002jp","10:37:26.50,10:37:26.501","-25:21:35.2,-25:21:35.21","0.012,0.012","Ic","1","2"
"SN2002lt","08:08:59.858,08:08:59.86,08:08:59.861","+06:43:37.52,+06:43:37.5,+06:43:37.49","1.006,1,0.8","Ic","1",""
"SN2003aa","10:46:36.82,10:46:36.821,10:46:36.828","+13:45:32.2,+13:45:32.18,+13:45:32.29","0.01,0.01","Ic","1","5"
"SN2003ds","10:18:58.35,10:18:58.32,10:18:58.351,10:18:58.358","+46:27:15.5,+46:27:15.48,+46:27:15.52,+46:27:15.59","0.02993,0.03","Ic","1","1"
"SN2003el","13:09:46.20,13:09:46.200,13:09:46.208","+28:54:21.6,+28:54:21.60,+28:54:21.69","0.019,0.019","Ic","1","7"
"SN2003ev","13:10:31.80,13:10:31.800,13:10:31.808","-21:39:49.6,-21:39:49.61,-21:39:49.69","0.024,0.024","Ic","1","1"
"SN2003fc","20:08:22.08,20:08:22.080,20:08:22.088","-17:36:30.5,-17:36:30.49,-17:36:30.59","0.035,0.035","Ic","1","1"
"SN2003gf","22:13:40.94,22:13:40.939","-21:44:03.3,-21:44:03.30","0.0087,0.0087","Ic","1","7"
"SN2003hp","17:40:18.69,17:40:18.691,17:40:18.698","+51:01:41.3,+51:01:41.30,+51:01:41.39","0.021","Ic BL","1","1"
"SN2003ig","04:09:43.50,04:09:43.500","+37:00:45.8,+37:00:45.79","0.019","Ic","1","1"
"SN2003ih","03:43:57.72,03:43:57.720","+39:17:43.9,+39:17:43.2,+39:17:43.91","0.017","Ic","1","1"
"SN2003is","19:21:08.00,19:21:07.999","+43:19:35.4,+43:19:35.40","0.018,0.018","Ib","1","3"
"SN2003jg","09:45:38.40,09:45:37.91,09:45:37.910","-31:11:19.9,-31:11:21.0,-31:11:21.01","0.0036","Ic","1","2"
"SN2003jp","23:26:03.28,23:26:03.281,23:26:03.288","-08:59:22.7,-08:59:22.70,-08:59:22.79,-08:59:22.829","0.0829","Ic","1","1"
"SN2003kb","06:16:12.59,06:16:12.590","+57:03:12.9,+57:03:12.89","0.017,0.017","Ic","1","5"
"SN2003lw","08:02:30.1,08:02:30.2,08:02:30.199,08:02:30.238,08:02:30.20","-39:51:03,-39:51:02.99,-39:51:03.19,-39:51:03.0","0.1055","Ic BL","1","2"
"SN2004af","05:38:03.91,05:38:03.910","-23:59:00.2,-23:59:00.20","0.056,0.056","Ic","1",""
"SN2004ai","13:54:26.09,13:54:26.090","-12:41:15.9,-12:41:15.90","0.59,0.59","Ic","1",""
"SN2004bf","13:49:15.45,13:49:15.451","+35:15:12.5,+35:15:12.49","0.017,0.017","Ib","1","5"
"SN2004bu","15:54:52.03,15:54:52.030","+21:07:11.0,+21:07:10.99","0.019","Ic","1","4"
"SN2004cc","12:36:34.40,12:36:34.32,12:36:34.399","+11:14:32.8,+11:14:32.64,+11:14:32.78","0.007522","Ib","1","3"
"SN2004dc","23:41:18.47,23:41:18.470","+04:01:06.3,+04:01:06.31","0.021","Ic","1","1"
"SN2004dx","18:18:06.15,18:18:06.149","+39:49:24.9,+39:49:24.89","0.03","Ic","1","1"
"SN2004eu","02:20:34.86,02:20:34.860","+41:34:18.5,+41:34:18.52","0.022","Ic","1","8"
"SN2004fq","23:27:45.64,23:27:45.641,23:27:45.638","-08:31:12.8,-08:31:12.77,-08:31:12.79,-08:31:12.785","0.1462","Ic","1","1"
"SN2004gn","12:34:12.10,12:34:12.101","+02:39:34.4,+02:39:34.42","0.0058","Ib","1","2"
