"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"SN2004ib","02:40:56.40,02:40:56.4,02:40:56.400","-00:10:48.3,-00:10:48.36,-00:10:48.29","0.05621,0.056","Ic","1",""
"SN2005aj","02:58:48.85,02:58:48.850","+75:45:13.8,+75:45:13.79","0.0085","Ic","1","1"
"SN2005bb","12:57:11.87,12:57:11.76,12:57:11.870","-01:42:17.4,-01:42:17.28,-01:42:17.39","0.00913,0.00913","II","1","1"
"SN2005bh","11:29:44.00,11:29:43.999","+22:07:39.1,+22:07:39.11","0.022,0.022","Ic","1","6"
"SN2005bk","16:02:17.04,16:02:17.040","+42:54:55.3,+42:54:55.44,+42:54:55.30","0.02445,0.025","Ic","1","1"
"SN2005bq","14:05:37.05,14:05:37.051","-39:12:04.4,-39:12:04.39","0.014","Ic","1",""
"SN2005cb","19:11:21.95,19:11:21.950","-57:02:27.4,-57:02:27.38","0.0105","Ic","1","1"
"SN2005ct","00:39:40.50,00:39:40.500","-14:14:16.6,-14:14:16.58","0.013,0.013","Ic","1","3"
"SN2005dg","04:07:46.25,04:07:46.250","-29:51:28.1,-29:51:28.12","0.014","Ic","1",""
"SN2005nc","18:32:32.58,18:32:32.580,18:32:34.08","+26:20:22.6,+26:20:22.60,+26:20:06","0.606,0.61,0.606,0.61","Ic","1",""
"SN2005V","06:18:38.28,06:18:38.280","+78:21:28.8,+78:21:28.80","0.002979","Ib/c","1","1"
"SN2006dg","23:45:54.38,23:45:54.379","+12:03:59.0,+12:03:59.00","0.014","Ic","1","1"
"SN2006ei","01:56:37.15,01:56:37.150","+34:10:37.4,+34:10:37.42","0.015","Ic","1","2"
"SN2006P","03:19:17.90,03:19:17.899","-12:06:18.3,-12:06:18.29","0.015","Ic","1","1"
"SN2006qk","22:25:32.39,22:25:32.4,22:25:32.38,22:25:32.381","+00:09:14.9,+00:09:15.1,+00:09:15.08,+00:09:15.098,+00:09:14.897","0.05831,0.05836","Ib","1","2"
"SN2006tq","02:10:00.698,02:10:00.70,02:10:00.701,02:10:00.697","-04:06:00.91,-04:06:00.9,-04:06:00.90,-04:06:00.903","0.2622","Ib Pec","1","2"
"SN2007db","11:17:10.30,11:17:10.301","-06:11:48.6,-06:11:48.59","0.06,0.06","Ic","1",""
"SN2007ea","15:53:46.27,15:53:46.270","-27:02:15.5,-27:02:15.50","0.04,0.04","Ic","1",""
"SN2007G","00:08:09.81,00:08:09.811","+27:00:11.4,+27:00:11.41","0.029157","II","1",""
"SN2007gx","17:18:51.49,17:18:51.490","+22:47:16.6,+22:47:16.58","0.08,0.08","Ic","1",""
"SN2007nm","22:45:27.41,22:45:27.42,22:45:27.420","+10:39:32.7,+10:39:32.69","0.046,0.046","Ic","1","1"
"SN2007tx","02:28:33.31,02:28:33.310,02:28:33.313,02:28:33.314","-08:35:25.7,-08:35:25.69,-08:35:25.70,-08:35:25.690","0.6764","Ic","1","1"
"SN2008ao","03:07:46.66,03:07:46.661","+38:22:06.2,+38:22:06.20","0.0149","Ic","1","2"
"SN2008dq","16:06:03.11,16:06:03.110","+55:25:37.4,+55:25:37.42","0.0314","Ic","1","2"
"SN2008du","22:56:11.84,22:56:11.839","+03:55:35.4,+03:55:35.40","0.016,0.016","Ic","1","1"
"SN2008dv","03:37:51.43,03:37:51.430","+72:34:21.8,+72:34:21.79","0.0074,0.0074","Ic","1","1"
"SN2008eb","18:11:52.17,18:11:52.171","+14:58:50.6,+14:58:50.59","0.0076,0.0076","Ib","1","2"
"SN2008em","22:44:37.70,22:44:37.699","-21:54:35.2,-21:54:35.21,-21:44:35.2","0.0333","Ic","1","1"
"SN2008ew","16:58:28.92,16:58:28.920","+20:02:38.0,+20:02:38.00","0.02","Ic","1","4"
"SN2008fo","16:40:12.46,16:40:12.461","+39:43:55.8,+39:43:55.81","0.027","Ic","1",""
"SN2008fz","23:16:16.60,23:16:16.601","+11:42:47.5,+11:42:47.48","0.133,0.13,0.133","IIn","1",""
"SN2008gj","22:36:28.57,22:36:28.570","+21:37:55.3,+21:37:55.31","0.0238","Ic","1","2"
"SN2008hn","08:14:14.25,08:14:14.249","+21:21:37.9,+21:21:37.91","0.0113","Ib","1","1"
"SN2008hw","22:39:50.39,22:39:50.390,22:39:50.58","-40:08:49.1,-40:08:49.09,-40:08:48.3","0.53,0.53","Ic","1",""
"SN2008ik","03:36:09.68,03:36:09.54,03:36:09.540","-35:13:00.7,-35:13:00.70","0.0646","Ic","1",""
"SN2008iu","04:36:55.20,04:36:55.200","-00:21:35.6,-00:21:35.60","","Ic","1",""
"SN2009ap","17:26:43.23,17:26:43.231","-59:55:57.9,-59:55:57.90","0.0208","Ic","1",""
"SN2009bh","12:24:50.16,12:24:50.160,12:24:50.17","+08:25:57.6,+08:25:57.50","0.09,0.09","Ic","1","1"
"SN2009de","13:00:37.49,13:00:37.490","+17:50:57.0,+17:50:57.01","0.14,0.14","Ic","1",""
"SN2009di","11:36:57.86,11:36:57.859","+45:00:50.7,+45:00:50.69","0.13,0.13","Ic","1",""
"SN2009dr","14:44:42.08,14:44:42.079","+49:43:44.9,+49:43:44.90","0.1,0.1","Ic BL","1",""
"SN2009gd","15:48:22.79,15:48:22.790","-75:40:47.8,-75:40:47.78","0.0096,0.0096","Ic","1",""
"SN2009hh","03:20:34.73,03:20:34.730","-18:42:54.4,-18:42:54.40","0.0132","Ic","1",""
"SN2009hy","22:16:27.02,22:16:27.019","+16:28:13.0,+16:28:13.01","0.0252","Ic","1","1"
"SN2009je","05:28:40.07,05:28:40.070","+22:06:46.4,+22:06:46.40","0.019,0.019","Ic","1",""
"SN2009jy","10:19:39.25,10:19:39.250","-25:49:21.9,-25:49:21.90","0.012,0.0097","Ic","1",""
"SN2009ki","16:14:08.64,16:14:08.640","+55:41:41.9,+55:41:41.89","0.107,0.11,0.106","Ic","1",""
"SN2009lj","03:12:32.49,03:12:32.491","+39:18:42.0,+39:18:42.01","0.0146","IIb/Ib/Ic","1","1"
"SN2009nh","09:10:59.01,09:10:59.011","+15:36:41.1,+15:36:41.11","","Ic","1",""
"SN2009nl","03:39:47.78,03:39:47.779","-11:13:25.0,-11:13:25.00","","Ic","1",""
"SN2009np","12:27:06.62,12:27:06.619","+06:25:33.3,+06:25:33.31","0.026","Ic","1","2"
"SN2009nz","02:26:19.9,02:26:19.901,02:26:19.90,02:26:19.44","-18:57:09,-18:57:09.00,-18:57:09.0,-18:56:52.8","0.49,0.49","Ic BL","1",""
"SNF20080324-001","11:23:02.50","+51:52:31.2","","Ic","1",""
"SNF20080512-003","16:58:56.39","+36:31:20.0","","Ic","1",""
"ASASSN-14de","10:40:39.33,10:40:39.36,10:40:39","+39:03:52.7,+39:03:52.56,+39:53:02","0.029284","Ic","1","1"
"CSS120914:215710+055647","21:57:09.91","+05:56:47.1","0.05","Ic","1",""
"CSS121210:112615+144039","11:26:15.0","+14:40:39.0","0.09","Ic","1",""
"CSS140505:143511+134946","14:35:11.0,14:35:10.54","+13:49:46,+13:49:46.5","","Ic-lum?","1",""
"CSS140925:005854+181322","00:58:54.11,00:58:54.12","+18:13:22.2","0.46","SLSN-I","1",""
"CSS141005:022316-070520","02:23:16.0,02:23:15.64,02:23:15.65","-07:05:20,-07:05:20.8,-07:05:20.5","0.045","Ic","1",""
"DES13C1feu","03:33:04.01","-26:57:53.5","0.059","Ic","1",""
"DES13C2bxd","03:38:02.51","-29:09:25.6","0.039","Ic","1",""
"DES14E2ag","00:39:22.19","-44:04:03.4","0.2263","Ic","1",""
"LSQ11jw","02:04:47.40","+00:50:06.0","0.02","Ic","1",""
"LSQ12bph","15:47:32.420,15:47:32.42","+23:04:46.38","0.045","Ic","1","2"
"LSQ12bqn","08:28:43.49","-09:04:25.0,-09:04:25.7","0.091","Ic?","1","1"
"LSQ12dyw","23:29:24.82","-07:23:20.4","0.09","Ic Pec","1",""
"LSQ12elq","20:32:15.46","+01:29:15.7","","Ic?","1",""
"LSQ12emi","05:00:13.78","-22:11:17.5","0.05","Ic","1","1"
"LSQ12ffm","05:15:58.54","+08:44:34.1","0.148","Ic?","1","1"
"LSQ12fnt","03:32:41.40","-01:11:11.0","0.019","Ic","1","1"
"LSQ12gbz","04:26:20.39","-10:06:12.8,-10:06:12.0","0.028","Ic","1",""
"LSQ12gkk","05:07:28.57","-23:51:16.7","0.059","Ic","1",""
"LSQ13abf","11:49:06.620,11:49:06.62","+19:10:10.71","0.02","Ic","1",""
"LSQ13bwg","23:55:45.10","-02:10:52.8","0.024","Ib/c","1","1"
"LSQ13der","04:46:39.95","-26:59:15.5","0.06","Ic","1",""
"LSQ14ayl","12:57:35.20","-14:36:31.7","0.055","Ic","1","1"
"LSQ14bef","14:27:41.77","-08:36:45.5","0.05","Ic BL","1","1"
"LSQ14ds","03:48:14.38","-27:00:46.4","0.057","Ic","1","1"
"LSQ14fig","21:00:58.84","-16:06:52.8","0.04","Ic","1","1"
"LSQ14ftp","00:19:05.67","-22:18:30.4","0.063","Ic","1","1"
"LSQ14fxj","02:39:12.61","+03:19:29.6","0.36","SLSN-I","1",""
"LSQ15cj","11:31:20.90","-04:02:42.2","0.054,0.034","Ic","1","1"
"MLS101113:033911+225352","03:39:10.59","+22:53:52.0","","Ic","1",""
"PS1-13abw","","","","Ic","1",""
"PS1-13djz","","","","Ic","1",""
"PSN J06120295-2149353","06:12:02.95","-21:49:35.3","0.0077","Ic","1",""
"PSN J11484578-2817312","11:48:45.78","-28:17:31.2","0.01","Ic BL","1","2"
"PSN J11534177-5406168","11:53:41.77","-54:06:16.8","0.022416","Ic","1","1"
"PSN J12393328+1525520","12:39:33.28","+15:25:52.0","0.072","Ic","1",""
"PSN J22081243+4110503","22:08:12.43","+41:10:50.3","0.018","Ic","1","1"
"PTF10aavz","11:20:13.36","+03:44:45.2","0.062","Ic BL","1",""
"PTF10acbu","14:00:46.92,14:00:47.12","+59:20:16.5,+59:20:17.0","0.009877","Ic","1",""
"PTF10qts","16:41:37.60","+28:58:21.1","0.0907","Ic BL","1","7"
"PTF10svt","03:37:17.83","-17:05:41.2","0.031","Ic","1",""
"PTF10vgv","22:16:01.17","+40:52:03.3","0.015","Ic BL","1","6"
"PTF11ixk","13:21:45.03","+31:14:04.6","0.021","Ic","1",""
"PTF11klg","22:07:09.92","+06:29:08.7","0.026522","Ic","1",""
"PTF13cbf","23:13:07.02","+14:17:53.6","0.039","Ic","1",""
"SN2010ac","13:58:24.35,13:58:24.350","-34:30:55.4,-34:30:55.40","0.0169","Ic","1",""
"SN2010ah","11:44:02.99,11:44:02.990","+55:41:27.6,+55:41:27.60","0.0498","Ic BL","1","2"
"SN2010ak","16:10:50.01,16:10:50.011","+17:58:36.1,+17:58:36.08","0.0365","Ic","1","1"
"SN2010do","13:57:28.11,13:57:28.109","+06:05:48.5,+06:05:48.52,+06:05:48.3","0.0146","Ic","1","1"
"SN2010eh","20:48:13.54,20:48:13.541","-05:48:13.0,-05:48:13.00","0.02,0.02","Ic","1",""
"SN2010gd","17:57:40.98,17:57:40.980","+27:49:48.1,+27:49:48.11","0.0235","Ic","1",""
"SN2010gk","14:02:35.94,14:02:35.940","+32:30:30.7,+32:30:30.71","0.0145","Ic","1","1"
"SN2010gr","02:33:58.96,02:33:58.961","+44:20:50.2,+44:20:50.21","0.0169","Ic","1","1"
"SN2010hc","19:55:08.24,19:55:08.2,19:55:08.239,19:55:08.16","-39:21:58.5,-39:21:59,-39:21:58.50,-39:21:58.32","0.020223","IIb","1",""
"SN2010ig","01:50:48.97,01:50:48.970","+32:32:58.9,+32:32:58.88","0.0378","Ib","1",""
"SN2010io","08:43:21.41,08:43:21.410,08:43:21.448","+45:44:18.0,+45:44:17.99,+45:44:18.08","0.0065,0.0079","Ic","1",""
"SN2010iq","21:54:23.25,21:54:23.251","+15:09:20.6,+15:09:20.59","0.0245","Ic","1",""
"SN2010jw","08:47:06.91,08:47:06.910","+28:14:17.4,+28:14:17.41","0.0212","Ic","1",""
"SN2010lz","01:50:21.32,01:50:21.319","-21:44:31.9,-21:44:31.88,-21:44:31.8","0.09,0.09","Ic","1",""
"SN2010Q","10:26:27.11,10:26:27.110","+39:01:50.9,+39:01:50.92","0.055,0.055","Ic","1",""
"SN2010R","12:17:10.49,12:17:10.490","+25:39:58.7,+25:39:58.72","0.078,0.078","Ia","1",""
"SN2011bh","07:45:13.62,07:45:13.620","+53:04:10.7,+53:04:10.70","0.0189","Ic","1",""
"SN2011bo","18:59:38.46,18:59:38.460,18:59:38.45","-41:45:55.8,-41:45:55.80,-41:45:55.7","0.0192","Ic","1",""
"SN2011ca","12:31:24.94,12:31:24.941,12:31:24.89","+29:07:50.6,+29:07:50.59,+29:07:50.0","0.0152","Ic","1",""
"SN2011cs","12:08:01.08,12:08:01.080","+49:13:33.0,+49:13:32.99","0.1,0.1","Ic","1",""
"SN2011ee","23:27:57.34,23:27:57.341","+08:46:38.1,+08:46:38.10,+08:46:38.0","0.03","Ic","1",""
"SN2011ep","17:03:41.78,17:03:41.779","+32:45:52.6,+32:45:52.60","0.28,0.28","Ic","1",""
"SN2011hp","12:16:25.47,12:16:25.471,12:16:25.46","-43:19:46.9,-43:19:46.88","0.0066","Ic","1",""
"SN2011ip","01:13:47.59,01:13:47.590","-12:41:06.0,-12:41:06.00","0.049","Ic","1","1"
"SN2011jl","10:43:02.95,10:43:02.950","-36:21:52.4,-36:21:52.42","0.01","Ic","1",""
"SN2011jm","12:54:51.10,12:54:51.1,12:54:51.101,12:54:51.09,12:54:51.12","+02:39:14.9,+02:39:15,+02:39:14.90,+02:39:14.8,+02:39:14.904","0.0031","Ic","1","1"
"SN2011N","05:51:35.18,05:51:35.179","-59:02:51.3,-59:02:51.29","0.0114","Ic","1",""
"SN2012aa","14:52:33.48,14:52:33.5,14:52:33.480","-03:31:54.0,-03:31:54,-03:31:54.01","0.0797","Ic","1","4"
"SN2012at","04:54:52.81,04:54:52.8,04:54:52.810,04:54:52.824","-37:19:16.1,-37:19:16,-37:19:16.10,-37:19:16.32","0.0078","Ic","1",""
"SN2012ba","15:22:25.12,15:22:25.121","-38:12:04.2,-38:12:04.21","0.017292","Ic","1",""
"SN2012bt","18:08:13.05,18:08:13.049","-62:23:54.2,-62:23:54.20,-62:23:54.3","0.0144","Ic","1",""
"SN2012bw","16:12:56.09,16:12:56.1,16:12:56.090,16:12:56.16","+32:30:42.3,+32:30:42,+32:30:42.30,+32:30:42.12","0.0309","Ic","1",""
"SN2012C","09:37:30.48,09:37:30.480","+32:50:31.5,+32:50:31.49","0.0145","Ic","1",""
"SN2012ej","06:26:51.01,06:26:51.010","+59:05:02.6,+59:05:02.62","0.0089","Ic","1",""
"SN2012F","00:33:19.54,00:33:19.541","+03:48:17.4,+03:48:17.39","0.03","Ib","1","1"
"SN2012fn","03:35:28.283,03:35:28.28,03:35:28.279","-27:36:21.63,-27:36:21.6,-27:36:21.60,-27:36:21.48","0.284,0.284","Ic","1",""
"SN2012gh","16:46:52.49,16:46:52.490,16:46:52","+56:51:05.4,+56:51:05.40,+56:51:05","0.07","Ic","1","1"
"SN2012gi","22:08:52.44,22:08:52.440","+40:20:24.0,+40:20:24.00","0.0242","Ic","1",""
"SN2012gu","03:52:40.680,03:52:40.68","-27:26:19.32,-27:26:19.3,-27:26:19.28","0.45,0.45","Ic","1",""
"SN2012hf","10:56:57.46,10:56:57.461","-14:17:37.8,-14:17:37.79","0.015497","Ic","1","1"
"SN2012im","20:57:53.92,20:57:53.9,20:57:53.921,20:57:54","-51:52:24.8,-51:52:25,-51:52:24.82,-51:52:24.96","0.016","Ic","1",""
"SN2012J","14:56:23.64,14:56:23.640","-37:36:18.0,-37:36:18.00","0.0092","Ib/c","1",""
"SN2012Q","06:46:26.64,06:46:26.640","-36:53:13.4,-36:53:13.42","0.031669","Ic","1",""
"SN2013bn","11:48:02.03,11:48:02.030,11:48:02.02","+54:34:38.6,+54:34:38.60,+54:34:38.5","0.0545","Ic BL","1","1"
"SN2013bv","08:41:21.28","+52:43:30.3","0.06","Ic","1",""
"SN2013co","12:55:50.51,12:55:50.510","+30:30:41.5,+30:30:41.51","0.049724","Ic","1",""
"SN2013hv","10:50:59.27,10:50:59.270","-23:39:29.4,-23:39:29.41","0.01327","Ic","1",""
"SN2013J","11:12:50.30,11:12:50.299","+28:04:19.7,+28:04:19.70","0.034","Ic","1","1"
"SN2014ar","11:40:58.90,11:40:58.901","-44:29:05.7,-44:29:05.71","0.010576","Ic","1",""
"SN2014as","14:00:54.49,14:00:54.490","+40:58:59.6,+40:58:59.59","0.012469","Ic BL","1","1"
"SN2014bl","13:25:38.81,13:25:38.810","+25:57:33.9,+25:57:33.91","0.0377","Ic","1","1"
"SN2014cp","02:25:30.46,02:25:30.461","-25:37:38.0,-25:37:37.99","0.016164","Ic BL","1","10"
"SN2014dj","00:57:40.18,00:57:40.181","+43:47:35.1,+43:47:34.19,+43:47:34.2,+43:47:43.2","0.018","Ic","1","3"
"ASASSN-15kj","01:58:11.53,01:58:11.592","-39:32:49.7,-39:32:49.2","0.018453","Ic","1",""
"ASASSN-15re","20:48:07.780,20:48:07.78,20:48:07.68","+16:23:01.33,+16:23:01.3,+16:23:01.32","0.030314","Ic Pec","1","1"
"ASASSN-15um","05:40:05.191,05:40:05.19,05:40:05.304","-80:22:22.63,-80:22:22.6,-80:22:23.16","0.02","Ic","1","1"
"ASASSN-18dj","06:00:58.930,06:00:58.907,06:00:58.92","-17:59:31.99,-17:59:33.03,-17:59:33","0.0221","Ic BL","1",""
"AT2018ecg","00:00:20.893,00:00:20.890","-36:28:48.02","0.104","Ic","1",""
"CSS150325:140426+514417","14:04:26.0,14:04:26.04","+51:44:17,+51:44:16.8","0.046","Ic","1","1"
"LSQ15hj","10:11:36.25","-04:40:43.3","0.065","II","1","1"
"OGLE16eun","02:55:14.52","-68:07:43.9","0.057","Ic","1","1"
"PSN J05521661+4650211","05:52:16.61","+46:50:21.1","0.0224","Ic?","1","1"
"SN2015ag","00:42:21.86,00:42:21.859","+29:38:41.5,+29:38:41.50","0.0162","Ic","1","1"
"SN2015av","20:29:36.45,20:29:36.451","-43:50:27.7,-43:50:27.71","0.023","Ic","1","1"
"SN2015bb","14:51:37.83,14:51:37.829,14:51:37.00","+40:35:51.4,+40:35:51.40,+40:35:51.0","0.016345","Ib/c","1",""
"SN2016gsk","20:41:09.964,20:41:09.960","-05:05:58.25","0.021,0.021","Ic","1","1"
"SN2016jca","06:06:51.430,06:06:52.08","-26:47:29.50,-26:48:03.6","0.1475,0.1475,0.1475","Ic BL","1",""
"SN2016P","13:57:31.13,13:57:31.100,13:57:31.10","+06:05:51.6,+06:05:51.00,+06:05:51.0","0.014617","Ic","1","1"
"SN2017fgk","17:47:49.194,17:47:49.190","+16:08:05.18","0.034","Ic BL","1",""
"SN2017gat","23:53:17.033,23:53:17.032,23:53:16.8,23:53:17.04","-32:46:32.84,-32:46:32.83,-32:46:33.96,-32:46:32.88","0.0231,0.0231","Ic","1","1"
"SN2017gbv","03:42:01.370,03:42:01.371,03:42:01.368","-39:19:54.95,-39:19:56.11,-39:19:56.28","0.041635,0.041635","Ic","1","1"
"SN2017hrg","03:02:07.725,03:02:07.730","-11:22:00.55","0.045,0.045","Ic","1","1"
"SN2017htp","04:26:19.460","-10:27:45.90","0.328,0.328,0.328","Ic BL","1",""
"SN2017ixv","19:21:31.240,19:21:31.24","+61:08:51.76","0.007302,0.007302","Ic BL","1","1"
"SN2018abo","11:51:59.918,11:51:59.839,11:51:59.76","+09:42:12.38,+09:42:11.21,+09:42:11.196","0.050822,0.050822","Ic","1","1"
"SN2018bf","22:57:46.609,22:57:46.610","+25:38:33.56","0.025,0.025","Ic","1","1"
"SN2018bjp","11:43:33.637,11:43:33.640","-23:34:47.73","0.07,0.07","Ic","1","1"
"SN2018ebq","21:42:26.448,21:42:26.450","+11:47:05.56","0.04,0.04","Ic","1","1"
"SN2018ec","10:27:50.770","-43:54:06.30","0.009354,0.009354","Ic","1","1"
"SN2018fav","00:45:58.418,00:45:58.582,00:45:58.584","-21:56:44.66,-21:56:44.34,-21:56:44.52","0.037923,0.037923","Ic","1","1"
"SN2018gep","16:43:48.222,16:43:48.220","+41:02:43.37","0.032,0.033,0.033","Ic BL","1","1"
"SN2018giu","20:27:49.216,20:27:49.220","+09:54:51.90","0.026,0.026","Ic BL","1","1"
"SN2018gju","00:08:11.786,00:08:11.790","-04:17:06.81","0.05,0.05","Ic BL","1","1"
"SN2018lei","02:33:34.402,02:33:34.333,02:33:34.344","-39:02:45.24,-39:02:42.41,-39:02:42.36","0.006585,0.006585","Ic","1","1"
"SN2019bkc","10:00:22.544","-03:01:12.64","0.04","Ic","1","1"
"SN2019eto","09:49:50.515,09:49:50.634,09:49:50.64","+12:41:44.20,+12:41:43.12,+12:41:43.44","0.029921","Ic BL","1","1"
"SN2019lrb","13:07:02.794,13:07:03.12","+13:04:27.88,+13:04:29.64","0.027439,0.027439,0.027439","Ic","1","1"
"SN1988L","14:06:21.9,14:06:21.84,00:00:00.000,14:06:21.93","+50:43:47,+50:43:47.28,+50:43:40.0,+50:43:44.8","0.00637,0.0063","Ib","1","7"
"SN2006fe","20:52:09.10,20:52:09.12,20:52:09.16,20:52:09.161","-00:30:39.3,-00:30:39.96,-00:30:40.0752,-00:30:40.3704,-00:30:40.0,-00:30:40.00","0.070498","Ic","0","1"
"MLS121104:021643+204009","02:16:43.0,02:16:42.55,02:16:42.552","+20:40:09,+20:40:09.0,+20:40:09.12","0.303","Ic","0",""
"SN1995bb","00:16:17.64,00:16:17.640","+12:24:53.4,+12:24:53.39","0.0058,0.0058","Ib/c","","5"
"ESSENCEg004","01:15:06.214","+00:23:38.571","","Ic","","1"
"ESSENCEy173","02:35:34.821","-08:19:07.016","0.4078","Ic?","","2"
"GRB 080319B","14:31:40.98,14:31:40.56","+36:18:08.8,+36:18:00.0","0.937","Ic","",""
"PTF09dzt","16:03:04.20","+21:01:47.2","0.087","Ic","",""
"PTF09iqd","02:35:23.23","+40:17:08.7","","Ic","",""
"PTF09sk","13:30:51.15","+30:20:04.9","0.035","Ic BL","",""
"LSQ14fyb","23:35:16.650,23:35:16.65","-23:41:36.12","0.041","Ic","",""
"PS1-10ahq","22:14:04.1,22:14:04.08,22:14:04.155","+01:06:30,+01:06:30.24,+01:06:30.34","0.283,0.283","Ic","",""
"PS1-10biv","03:37:52.784","-27:03:29.54","0.285","Ic","",""
"PS1-10ih","14:12:11.638,14:12:11.636","+53:27:47.43,+53:27:47.48","0.116","Ic","",""
"PS1-10kn","14:18:54.902,14:18:54.904","+53:59:57.07,+53:59:57.08","0.156","Ic","",""
"PS1-11aoa","23:32:29.697","-01:09:09.24","","Ic","",""
"PS1-11app","02:23:54.376","-04:47:43.87","0.0445","Ic","",""
"PS1-11ava","23:26:40.089","-00:50:26.80","0.083","Ic","",""
"PS1-11azj","23:31:13.968","-00:44:58.65","0.149","Ic","",""
"PS1-11azy","08:42:30.711","+42:57:15.46","0.233","Ic","",""
"PS1-11bdy","03:30:59.296","-28:09:57.56","0.078","Ic","",""
"PS1-11jk","12:21:02.526","+47:37:51.52","0.059","Ic","",""
"PSN 2025-2449","","","0.00797","Ic","","4"
"PSN J1148","","","0.01","Ic BL","","1"
"PSN J2025","","","0.010614","Ic","","4"
"PSN J223202","","","","Ic","","1"
"PTF10bhu","12:55:28.44","+53:34:28.7","0.036","Ic","",""
"PTF10bip","12:34:10.52","+08:21:48.5","0.051","Ic","",""
"PTF10gvb","12:15:32.278","+40:18:09.48","0.098","Ic","","3"
"PTF10osn","23:23:07.982","+17:30:29.23","0.038","Ic","","1"
"PTF11mnb","","","0.0603","Ic","","5"
"PTF14dby","15:17:06.29","+25:21:11.4","","Ic BL","",""
"SN2010ma","00:48:55.35,00:48:55.351,00:49:02.16","-34:33:59.5,-34:33:59.51,-34:33:21.6","0.55185","Ic BL","","7"
"SN2013dx","14:29:14.78,14:29:14.779","+15:46:26.4,+15:46:26.40","0.145,0.145,0.145","Ic BL","","16"
"SN2013ez","02:53:56.70,02:54:00.7,02:54:00.701,02:54:00.70,02:53:56.64","+13:23:13.6,+13:23:43.7,+13:23:43.69,+13:23:13.2","0.597,0.597","Ic BL","","1"
"SN2014ft","23:33:27.953,23:33:27.950","+33:38:46.14","0.063,0.063,0.063","Ic","",""
"PS15ckn","10:13:29.31","-10:00:06.1","0.08","Ic","",""
"SMT J13254308-2932269","13:25:43.07","-29:32:26.9","0.04","Ic","","1"
"SN2018fip","16:54:15.750","-54:02:39.27","0.117,0.117","Ic BL","",""